Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.5799999991,4,-44365.6640625000,-64172.1250000000,-37718.7460937500,-15068.6064453125,-27711.6914062500,-53021.5976562500,-37205.6406250000,-65062.9960937500,,,
0.5839999991,4,-44380.3242187500,-64178.4492187500,-37724.4023437500,-15075.2001953125,-27715.3359375000,-53026.1132812500,-37211.0039062500,-65066.9765625000,,,
0.5879999991,4,-44390.9882812500,-64186.4296875000,-37732.1132812500,-15080.6767578125,-27724.5664062500,-53034.1367187500,-37217.9765625000,-65076.1835937500,,,
0.5919999990,4,-44489.0898437500,-64294.6328125000,-37840.1367187500,-15186.0429687500,-27835.1171875000,-53142.5898437500,-37325.7812500000,-65186.5117187500,,,
0.5959999990,4,-44347.6679687500,-64158.1992187500,-37703.1210937500,-15052.0888671875,-27696.2011718750,-53006.3984375000,-37190.2187500000,-65047.9765625000,,,
0.5999999992,4,-44378.9179687500,-64179.3671875000,-37723.1484375000,-15072.2050781250,-27714.7324218750,-53024.5703125000,-37209.8203125000,-65066.0585937500,,,
0.6039999991,4,-44394.4960937500,-64190.2304687500,-37734.6367187500,-15083.7832031250,-27726.4667968750,-53036.3281250000,-37220.8398437500,-65077.8164062500,,,
0.6079999991,4,-44411.0820312500,-64215.0625000000,-37760.6992187500,-15110.2705078125,-27752.7070312500,-53060.6015625000,-37247.2578125000,-65104.1679687500,,,
0.6119999990,4,-44567.8359375000,-64377.6250000000,-37923.6015625000,-15268.4765625000,-27916.8593750000,-53222.4960937500,-37408.9960937500,-65267.2929687500,,,
0.6159999990,4,-44833.3046875000,-64641.0625000000,-38185.4960937500,-15530.3486328125,-28178.2617187500,-53483.2734375000,-37671.3828125000,-65529.3007812500,,,
0.6199999989,4,-44191.7656250000,-63989.3750000000,-37534.2539062500,-14890.8876953125,-27521.7460937500,-52834.9843750000,-37022.5351562500,-64874.1250000000,,,
0.6239999991,4,-44240.4023437500,-64042.4843750000,-37587.3632812500,-14939.8164062500,-27578.9453125000,-52889.3437500000,-37074.9023437500,-64930.8984375000,,,
0.6279999991,4,-44353.3007812500,-64162.7578125000,-37707.6835937500,-15057.2744140625,-27701.0742187500,-53008.4570312500,-37194.8671875000,-65052.8945312500,,,
0.6319999991,4,-44384.9765625000,-64188.5312500000,-37733.0507812500,-15081.7724609375,-27726.0410156250,-53033.7578125000,-37220.1445312500,-65078.1289062500,,,
0.6359999990,4,-44401.4921875000,-64193.4492187500,-37737.3203125000,-15086.5996093750,-27730.2890625000,-53039.4804687500,-37224.3945312500,-65082.2890625000,,,
0.6399999990,5,-44410.4570312500,-64204.9570312500,-37750.5546875000,-15099.5195312500,-27744.5488281250,-53053.4492187500,-37237.4023437500,-65096.4140625000,,,
0.6439999989,5,-44419.3281250000,-64221.9921875000,-37767.8320312500,-15115.5673828125,-27762.4531250000,-53071.1289062500,-37254.7031250000,-65114.2265625000,,,
